LAESTAB,URN,COHORT,OVERALL_DEST,APPREN,EMPLOYMENT,EDUCATION,FE,6TH_COL,SCH_6TH,OTHER_EDU,NOT_SUSTAINED,UNKNOWN,OVERALL_DESTPER,APPRENPER,EMPLOYMENTPER,EDUCATIONPER,FEPER,6TH_COLPER,SCH_6THPER,OTHER_EDUPER,NOT_SUSTAINEDPER,UNKNOWNPER
2136905,130912,175,162,SUPP,SUPP,SUPP,26,SUPP,133,SUPP,SUPP,SUPP,93%,SUPP,SUPP,SUPP,15%,SUPP,76%,SUPP,SUPP,SUPP
2136906,131262,180,163,0,SUPP,SUPP,30,SUPP,125,SUPP,10,7,91%,0%,SUPP,SUPP,17%,SUPP,69%,SUPP,6%,4%
2136907,135242,55,50,0,SUPP,SUPP,8,SUPP,41,SUPP,SUPP,SUPP,91%,0%,SUPP,SUPP,15%,SUPP,75%,SUPP,SUPP,SUPP
2136908,135676,206,192,8,7,185,67,7,111,0,10,4,93%,4%,3%,90%,33%,3%,54%,0%,5%,2%
2137042,101182,7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2137184,101184,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,213,1480,1380,25,15,1365,270,60,1015,20,75,25,93%,2%,1%,92%,18%,4%,69%,1%,5%,2%
3014021,101241,276,265,6,SUPP,SUPP,63,10,188,SUPP,SUPP,SUPP,96%,2%,SUPP,SUPP,23%,4%,68%,SUPP,SUPP,SUPP
3014023,101243,185,157,14,15,142,63,14,65,0,21,7,85%,8%,8%,77%,34%,8%,35%,0%,11%,4%
3014024,101244,273,257,6,5,252,84,10,154,4,13,3,94%,2%,2%,92%,31%,4%,56%,1%,5%,1%
3014027,101245,278,263,10,5,258,65,SUPP,189,SUPP,10,5,95%,4%,2%,93%,23%,SUPP,68%,SUPP,4%,2%
3014028,141683,273,255,10,5,250,115,21,114,0,15,3,93%,4%,2%,92%,42%,8%,42%,0%,5%,1%
3014029,133561,227,211,16,4,207,101,19,87,0,13,3,93%,7%,2%,91%,44%,8%,38%,0%,6%,1%
3014703,101247,179,168,6,SUPP,SUPP,41,SUPP,110,SUPP,SUPP,SUPP,94%,3%,SUPP,SUPP,23%,SUPP,61%,SUPP,SUPP,SUPP
3014704,136028,201,184,7,SUPP,SUPP,76,SUPP,79,0,10,7,92%,3%,SUPP,SUPP,38%,SUPP,39%,0%,5%,3%
3017005,131102,12,12,0,0,12,SUPP,0,SUPP,11,0,0,100%,0%,0%,100%,SUPP,0%,SUPP,92%,0%,0%
LA,301,2120,1970,80,40,1930,670,140,1100,20,115,30,93%,4%,2%,91%,32%,7%,52%,1%,6%,2%
3024003,101345,159,142,5,SUPP,SUPP,81,30,SUPP,0,14,3,89%,3%,SUPP,SUPP,51%,19%,SUPP,0%,9%,2%
3024009,137374,132,113,3,6,107,79,16,SUPP,SUPP,15,4,86%,2%,5%,81%,60%,12%,SUPP,SUPP,11%,3%
3024012,137361,124,115,3,5,110,37,SUPP,68,SUPP,SUPP,SUPP,93%,2%,4%,89%,30%,SUPP,55%,SUPP,SUPP,SUPP
3024208,137131,179,172,3,SUPP,SUPP,SUPP,20,133,SUPP,SUPP,SUPP,96%,2%,SUPP,SUPP,SUPP,11%,74%,SUPP,SUPP,SUPP
3024210,138685,174,167,0,SUPP,SUPP,36,15,111,SUPP,SUPP,SUPP,96%,0%,SUPP,SUPP,21%,9%,64%,SUPP,SUPP,SUPP
3024211,137388,140,133,3,3,130,45,SUPP,75,SUPP,SUPP,SUPP,95%,2%,2%,93%,32%,SUPP,54%,SUPP,SUPP,SUPP
3024212,136658,208,197,8,SUPP,SUPP,50,SUPP,142,SUPP,SUPP,SUPP,95%,4%,SUPP,SUPP,24%,SUPP,68%,SUPP,SUPP,SUPP
3024215,136418,176,169,3,SUPP,SUPP,72,54,SUPP,SUPP,4,3,96%,2%,SUPP,SUPP,41%,31%,SUPP,SUPP,2%,2%
3024752,138051,92,89,0,SUPP,SUPP,SUPP,SUPP,84,SUPP,SUPP,SUPP,97%,0%,SUPP,SUPP,SUPP,SUPP,91%,SUPP,SUPP,SUPP
3025400,137645,194,186,SUPP,SUPP,SUPP,31,SUPP,142,SUPP,SUPP,SUPP,96%,SUPP,SUPP,SUPP,16%,SUPP,73%,SUPP,SUPP,SUPP
3025401,136290,176,175,SUPP,SUPP,SUPP,SUPP,13,160,SUPP,SUPP,SUPP,99%,SUPP,SUPP,SUPP,SUPP,7%,91%,SUPP,SUPP,SUPP
3025402,137386,241,226,7,SUPP,SUPP,47,SUPP,172,SUPP,10,5,94%,3%,SUPP,SUPP,20%,SUPP,71%,SUPP,4%,2%
3025403,101360,101,95,SUPP,SUPP,SUPP,57,SUPP,29,SUPP,SUPP,SUPP,94%,SUPP,SUPP,SUPP,56%,SUPP,29%,SUPP,SUPP,SUPP
3025404,101361,92,91,0,SUPP,SUPP,SUPP,9,79,SUPP,SUPP,SUPP,99%,0%,SUPP,SUPP,SUPP,10%,86%,SUPP,SUPP,SUPP
3025405,101362,158,150,SUPP,SUPP,SUPP,26,SUPP,120,0,8,0,95%,SUPP,SUPP,SUPP,16%,SUPP,76%,0%,5%,0%
3025406,136308,224,217,4,SUPP,SUPP,47,SUPP,162,SUPP,SUPP,SUPP,97%,2%,SUPP,SUPP,21%,SUPP,72%,SUPP,SUPP,SUPP
3025407,101364,174,167,4,3,164,36,11,117,0,SUPP,SUPP,96%,2%,2%,94%,21%,6%,67%,0%,SUPP,SUPP
3025408,101365,115,102,4,SUPP,SUPP,29,SUPP,64,SUPP,SUPP,SUPP,89%,3%,SUPP,SUPP,25%,SUPP,56%,SUPP,SUPP,SUPP
3025409,137539,158,154,SUPP,SUPP,SUPP,SUPP,SUPP,139,8,SUPP,SUPP,97%,SUPP,SUPP,SUPP,SUPP,SUPP,88%,5%,SUPP,SUPP
3026905,134798,209,186,5,3,183,27,SUPP,154,SUPP,19,4,89%,2%,1%,88%,13%,SUPP,74%,SUPP,9%,2%
3026906,135507,171,164,3,4,160,38,17,100,5,4,3,96%,2%,2%,94%,22%,10%,58%,3%,2%,2%
3027000,101394,14,14,0,0,14,3,0,0,11,0,0,100%,0%,0%,100%,21%,0%,0%,79%,0%,0%
3027010,101397,12,12,0,0,12,0,0,0,12,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
LA,302,3420,3235,65,40,3200,770,240,2130,55,145,45,95%,2%,1%,93%,23%,7%,62%,2%,4%,1%
3034000,136369,192,191,3,SUPP,SUPP,15,SUPP,173,SUPP,SUPP,SUPP,99%,2%,SUPP,SUPP,8%,SUPP,90%,SUPP,SUPP,SUPP
3034001,137769,209,208,0,SUPP,SUPP,6,SUPP,198,0,SUPP,SUPP,100%,0%,SUPP,SUPP,3%,SUPP,95%,0%,SUPP,SUPP
3034002,137138,259,244,20,7,237,119,10,120,0,12,3,94%,8%,3%,92%,46%,4%,46%,0%,5%,1%
3034008,137965,210,202,19,SUPP,SUPP,63,SUPP,135,SUPP,SUPP,SUPP,96%,9%,SUPP,SUPP,30%,SUPP,64%,SUPP,SUPP,SUPP
3034009,137423,191,189,3,SUPP,SUPP,9,SUPP,174,SUPP,SUPP,SUPP,99%,2%,SUPP,SUPP,5%,SUPP,91%,SUPP,SUPP,SUPP
3034021,136720,269,250,29,16,234,116,3,132,4,SUPP,SUPP,93%,11%,6%,87%,43%,1%,49%,1%,SUPP,SUPP
3034022,136330,324,304,23,15,289,124,7,159,3,SUPP,SUPP,94%,7%,5%,89%,38%,2%,49%,1%,SUPP,SUPP
3034030,138686,184,173,12,5,168,72,SUPP,96,SUPP,8,3,94%,7%,3%,91%,39%,SUPP,52%,SUPP,4%,2%
3034603,136538,178,174,8,5,169,52,20,101,0,SUPP,SUPP,98%,4%,3%,95%,29%,11%,57%,0%,SUPP,SUPP
3035401,138650,176,169,3,4,165,SUPP,64,68,SUPP,7,0,96%,2%,2%,94%,SUPP,36%,39%,SUPP,4%,0%
3035402,137681,216,214,8,SUPP,SUPP,SUPP,72,106,SUPP,SUPP,SUPP,99%,4%,SUPP,SUPP,SUPP,33%,49%,SUPP,SUPP,SUPP
3035403,136334,158,158,SUPP,0,158,7,SUPP,149,SUPP,0,0,100%,SUPP,0%,100%,4%,SUPP,94%,SUPP,0%,0%
3035404,137368,213,205,24,4,201,85,SUPP,113,SUPP,SUPP,SUPP,96%,11%,2%,94%,40%,SUPP,53%,SUPP,SUPP,SUPP
3036905,133769,182,158,11,7,151,59,SUPP,88,SUPP,SUPP,SUPP,87%,6%,4%,83%,32%,SUPP,48%,SUPP,SUPP,SUPP
3036906,135677,171,163,10,3,160,66,SUPP,97,SUPP,8,0,95%,6%,2%,94%,39%,SUPP,57%,SUPP,5%,0%
3037000,101485,29,27,SUPP,SUPP,SUPP,10,SUPP,SUPP,14,SUPP,SUPP,93%,SUPP,SUPP,SUPP,34%,SUPP,SUPP,48%,SUPP,SUPP
3037002,101487,11,11,0,0,11,SUPP,0,SUPP,9,0,0,100%,0%,0%,100%,SUPP,0%,SUPP,82%,0%,0%
3037004,131115,17,9,SUPP,SUPP,SUPP,6,0,SUPP,SUPP,SUPP,SUPP,53%,SUPP,SUPP,SUPP,35%,0%,SUPP,SUPP,SUPP,SUPP
LA,303,3190,3050,175,70,2975,880,200,1915,45,120,20,96%,6%,2%,93%,28%,6%,60%,1%,4%,1%
3044006,138457,210,201,SUPP,SUPP,SUPP,45,SUPP,141,SUPP,6,3,96%,SUPP,SUPP,SUPP,21%,SUPP,67%,SUPP,3%,1%
3044033,133724,300,298,SUPP,SUPP,SUPP,26,SUPP,259,7,SUPP,SUPP,99%,SUPP,SUPP,SUPP,9%,SUPP,86%,2%,SUPP,SUPP
3045400,136656,252,247,7,4,243,85,SUPP,121,SUPP,SUPP,SUPP,98%,3%,2%,96%,34%,SUPP,48%,SUPP,SUPP,SUPP
3045402,137685,317,306,5,4,302,78,17,204,3,SUPP,SUPP,97%,2%,1%,95%,25%,5%,64%,1%,SUPP,SUPP
3045403,138609,208,199,SUPP,SUPP,SUPP,61,5,128,SUPP,SUPP,SUPP,96%,SUPP,SUPP,SUPP,29%,2%,62%,SUPP,SUPP,SUPP
3045404,137994,178,171,SUPP,SUPP,SUPP,30,SUPP,114,0,SUPP,SUPP,96%,SUPP,SUPP,SUPP,17%,SUPP,64%,0%,SUPP,SUPP
3045405,138610,227,224,8,3,221,53,SUPP,155,SUPP,3,0,99%,4%,1%,97%,23%,SUPP,68%,SUPP,1%,0%
3045406,101563,168,159,SUPP,SUPP,SUPP,48,SUPP,89,SUPP,9,0,95%,SUPP,SUPP,SUPP,29%,SUPP,53%,SUPP,5%,0%
3045407,101564,102,91,4,4,87,SUPP,36,30,SUPP,8,3,89%,4%,4%,85%,SUPP,35%,29%,SUPP,8%,3%
3045410,139319,250,237,SUPP,SUPP,SUPP,77,18,138,SUPP,9,4,95%,SUPP,SUPP,SUPP,31%,7%,55%,SUPP,4%,2%
3046905,134226,195,177,SUPP,SUPP,SUPP,44,SUPP,128,SUPP,14,4,91%,SUPP,SUPP,SUPP,23%,SUPP,66%,SUPP,7%,2%
3046907,135973,139,133,SUPP,SUPP,SUPP,35,SUPP,82,SUPP,3,3,96%,SUPP,SUPP,SUPP,25%,SUPP,59%,SUPP,2%,2%
3047000,140796,14,14,0,0,14,0,0,0,14,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
3047009,101583,20,20,0,0,20,0,0,0,20,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
LA,304,2910,2780,40,30,2750,770,215,1705,60,100,30,96%,1%,1%,95%,26%,7%,59%,2%,3%,1%
3054000,137121,109,101,SUPP,6,95,36,SUPP,57,SUPP,SUPP,SUPP,93%,SUPP,6%,87%,33%,SUPP,52%,SUPP,SUPP,SUPP
3054002,137379,171,161,7,3,158,45,SUPP,94,SUPP,SUPP,SUPP,94%,4%,2%,92%,26%,SUPP,55%,SUPP,SUPP,SUPP
3054604,136466,175,165,9,4,161,37,0,121,3,SUPP,SUPP,94%,5%,2%,92%,21%,0%,69%,2%,SUPP,SUPP
3055400,136709,208,204,8,4,200,47,5,145,3,4,0,98%,4%,2%,96%,23%,2%,70%,1%,2%,0%
3055401,136464,200,185,21,9,176,68,SUPP,104,SUPP,SUPP,SUPP,93%,11%,5%,88%,34%,SUPP,52%,SUPP,SUPP,SUPP
3055402,136586,211,204,5,SUPP,SUPP,SUPP,0,178,0,SUPP,SUPP,97%,2%,SUPP,SUPP,SUPP,0%,84%,0%,SUPP,SUPP
3055403,136517,217,210,4,4,206,65,0,142,0,SUPP,SUPP,97%,2%,2%,95%,30%,0%,65%,0%,SUPP,SUPP
3055405,136551,137,135,0,SUPP,SUPP,SUPP,SUPP,128,6,SUPP,SUPP,99%,0%,SUPP,SUPP,SUPP,SUPP,93%,4%,SUPP,SUPP
3055406,136281,189,178,8,SUPP,SUPP,82,SUPP,91,0,SUPP,SUPP,94%,4%,SUPP,SUPP,43%,SUPP,48%,0%,SUPP,SUPP
3055407,136644,237,230,10,11,219,35,SUPP,180,SUPP,SUPP,SUPP,97%,4%,5%,92%,15%,SUPP,76%,SUPP,SUPP,SUPP
3055408,136467,214,205,13,6,199,48,9,140,4,6,3,96%,6%,3%,93%,22%,4%,65%,2%,3%,1%
3055409,136545,209,199,21,6,193,74,7,109,3,SUPP,SUPP,95%,10%,3%,92%,35%,3%,52%,1%,SUPP,SUPP
3055410,101676,119,119,0,SUPP,SUPP,SUPP,0,114,SUPP,0,0,100%,0%,SUPP,SUPP,SUPP,0%,96%,SUPP,0%,0%
3055412,137006,240,235,7,3,232,27,SUPP,204,SUPP,5,0,98%,3%,1%,97%,11%,SUPP,85%,SUPP,2%,0%
3055413,136540,216,206,11,12,194,27,3,161,3,SUPP,SUPP,95%,5%,6%,90%,13%,1%,75%,1%,SUPP,SUPP
3055418,136355,262,253,14,5,248,57,SUPP,190,SUPP,SUPP,SUPP,97%,5%,2%,95%,22%,SUPP,73%,SUPP,SUPP,SUPP
3055419,138114,176,167,14,9,158,76,0,82,0,6,3,95%,8%,5%,90%,43%,0%,47%,0%,3%,2%
3055950,101700,23,22,0,SUPP,SUPP,21,0,SUPP,SUPP,SUPP,SUPP,96%,0%,SUPP,SUPP,91%,0%,SUPP,SUPP,SUPP,SUPP
3057005,101697,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3057011,132008,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3057012,135232,7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,305,3330,3195,150,85,3110,775,50,2240,50,110,25,96%,5%,3%,93%,23%,2%,67%,2%,3%,1%
3064000,139074,167,136,4,5,131,58,40,29,4,27,4,81%,2%,3%,78%,35%,24%,17%,2%,16%,2%
3064001,139906,133,121,4,SUPP,SUPP,28,SUPP,70,SUPP,SUPP,SUPP,91%,3%,SUPP,SUPP,21%,SUPP,53%,SUPP,SUPP,SUPP
3064031,138187,213,205,7,SUPP,SUPP,42,91,65,SUPP,SUPP,SUPP,96%,3%,SUPP,SUPP,20%,43%,31%,SUPP,SUPP,SUPP
3064600,101811,100,97,SUPP,SUPP,SUPP,15,SUPP,72,SUPP,SUPP,SUPP,97%,SUPP,SUPP,SUPP,15%,SUPP,72%,SUPP,SUPP,SUPP
3064603,101813,133,130,SUPP,SUPP,SUPP,SUPP,34,77,0,3,0,98%,SUPP,SUPP,SUPP,SUPP,26%,58%,0%,2%,0%
3064702,101814,146,133,5,SUPP,SUPP,45,23,61,SUPP,8,5,91%,3%,SUPP,SUPP,31%,16%,42%,SUPP,5%,3%
3065400,138178,313,302,20,6,296,78,SUPP,147,SUPP,11,0,96%,6%,2%,95%,25%,SUPP,47%,SUPP,4%,0%
3065402,138221,167,159,SUPP,SUPP,SUPP,28,SUPP,114,SUPP,5,3,95%,SUPP,SUPP,SUPP,17%,SUPP,68%,SUPP,3%,2%
3065403,101821,150,138,SUPP,SUPP,SUPP,46,SUPP,61,SUPP,SUPP,SUPP,92%,SUPP,SUPP,SUPP,31%,SUPP,41%,SUPP,SUPP,SUPP
3065405,101823,153,152,3,SUPP,SUPP,SUPP,13,124,SUPP,SUPP,SUPP,99%,2%,SUPP,SUPP,SUPP,8%,81%,SUPP,SUPP,SUPP
3065406,137754,193,186,4,SUPP,SUPP,42,35,105,SUPP,SUPP,SUPP,96%,2%,SUPP,SUPP,22%,18%,54%,SUPP,SUPP,SUPP
3065407,137772,181,172,8,7,165,46,SUPP,101,SUPP,SUPP,SUPP,95%,4%,4%,91%,25%,SUPP,56%,SUPP,SUPP,SUPP
3065900,131280,114,108,0,SUPP,SUPP,SUPP,20,72,SUPP,SUPP,SUPP,95%,0%,SUPP,SUPP,SUPP,18%,63%,SUPP,SUPP,SUPP
3066900,101849,185,178,0,3,175,9,SUPP,164,SUPP,SUPP,SUPP,96%,0%,2%,95%,5%,SUPP,89%,SUPP,SUPP,SUPP
3066905,135249,187,181,SUPP,SUPP,SUPP,37,12,128,SUPP,6,0,97%,SUPP,SUPP,SUPP,20%,6%,68%,SUPP,3%,0%
3066906,135311,179,175,6,3,172,20,16,136,0,4,0,98%,3%,2%,96%,11%,9%,76%,0%,2%,0%
3066907,135654,114,98,3,3,95,35,45,12,3,SUPP,SUPP,86%,3%,3%,83%,31%,39%,11%,3%,SUPP,SUPP
3066908,135955,137,126,3,SUPP,SUPP,SUPP,23,82,0,SUPP,SUPP,92%,2%,SUPP,SUPP,SUPP,17%,60%,0%,SUPP,SUPP
3066909,135968,197,164,12,5,159,54,22,83,0,26,7,83%,6%,3%,81%,27%,11%,42%,0%,13%,4%
3066910,136203,67,61,SUPP,3,58,16,SUPP,32,SUPP,6,0,91%,SUPP,4%,87%,24%,SUPP,48%,SUPP,9%,0%
3067000,101851,44,42,0,SUPP,SUPP,30,SUPP,SUPP,10,SUPP,SUPP,95%,0%,SUPP,SUPP,68%,SUPP,SUPP,23%,SUPP,SUPP
3067001,101852,11,11,0,0,11,3,0,0,8,0,0,100%,0%,0%,100%,27%,0%,0%,73%,0%,0%
3067004,101853,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3067008,101856,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,306,3720,3475,105,55,3415,830,605,1920,65,195,50,93%,3%,2%,92%,22%,16%,52%,2%,5%,1%
3074020,101928,261,243,0,SUPP,SUPP,114,SUPP,126,SUPP,SUPP,SUPP,93%,0%,SUPP,SUPP,44%,SUPP,48%,SUPP,SUPP,SUPP
3074030,101930,178,165,SUPP,SUPP,SUPP,54,SUPP,105,SUPP,SUPP,SUPP,93%,SUPP,SUPP,SUPP,30%,SUPP,59%,SUPP,SUPP,SUPP
3074031,137729,237,226,SUPP,SUPP,SUPP,25,SUPP,197,SUPP,11,0,95%,SUPP,SUPP,SUPP,11%,SUPP,83%,SUPP,5%,0%
3074035,101932,240,218,5,4,214,81,SUPP,125,SUPP,17,5,91%,2%,2%,89%,34%,SUPP,52%,SUPP,7%,2%
3074036,131310,180,174,4,SUPP,SUPP,41,SUPP,130,SUPP,SUPP,SUPP,97%,2%,SUPP,SUPP,23%,SUPP,72%,SUPP,SUPP,SUPP
3074602,137546,186,179,SUPP,SUPP,SUPP,26,SUPP,146,SUPP,SUPP,SUPP,96%,SUPP,SUPP,SUPP,14%,SUPP,78%,SUPP,SUPP,SUPP
3074603,101934,295,286,8,3,283,76,25,178,4,9,0,97%,3%,1%,96%,26%,8%,60%,1%,3%,0%
3075400,101939,225,213,6,8,205,48,3,151,3,SUPP,SUPP,95%,3%,4%,91%,21%,1%,67%,1%,SUPP,SUPP
3075401,101940,239,230,SUPP,SUPP,SUPP,28,SUPP,198,SUPP,SUPP,SUPP,96%,SUPP,SUPP,SUPP,12%,SUPP,83%,SUPP,SUPP,SUPP
3075402,101941,214,208,SUPP,SUPP,SUPP,23,5,175,SUPP,3,3,97%,SUPP,SUPP,SUPP,11%,2%,82%,SUPP,1%,1%
3075403,137221,235,227,5,SUPP,SUPP,63,SUPP,155,SUPP,SUPP,SUPP,97%,2%,SUPP,SUPP,27%,SUPP,66%,SUPP,SUPP,SUPP
3075404,101943,231,213,8,8,205,93,SUPP,108,SUPP,SUPP,SUPP,92%,3%,3%,89%,40%,SUPP,47%,SUPP,SUPP,SUPP
3076905,134369,160,150,4,3,147,54,10,83,0,SUPP,SUPP,94%,3%,2%,92%,34%,6%,52%,0%,SUPP,SUPP
3077005,101965,21,21,0,0,21,SUPP,0,SUPP,20,0,0,100%,0%,0%,100%,SUPP,0%,SUPP,95%,0%,0%
3077012,101969,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3077013,101970,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3077014,101971,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,307,2925,2775,50,40,2735,735,60,1875,65,130,20,95%,2%,1%,94%,25%,2%,64%,2%,4%,1%
3084007,102043,269,256,6,4,252,66,SUPP,162,SUPP,7,6,95%,2%,1%,94%,25%,SUPP,60%,SUPP,3%,2%
3084015,136327,231,221,7,3,218,58,SUPP,149,SUPP,SUPP,SUPP,96%,3%,1%,94%,25%,SUPP,65%,SUPP,SUPP,SUPP
3084026,102045,228,215,5,SUPP,SUPP,30,18,162,SUPP,SUPP,SUPP,94%,2%,SUPP,SUPP,13%,8%,71%,SUPP,SUPP,SUPP
3084029,102047,240,227,4,5,222,75,SUPP,130,SUPP,10,3,95%,2%,2%,93%,31%,SUPP,54%,SUPP,4%,1%
3084030,102048,186,182,5,3,179,48,SUPP,110,SUPP,SUPP,SUPP,98%,3%,2%,96%,26%,SUPP,59%,SUPP,SUPP,SUPP
3084037,102049,204,185,9,6,179,62,SUPP,110,SUPP,SUPP,SUPP,91%,4%,3%,88%,30%,SUPP,54%,SUPP,SUPP,SUPP
3084038,102050,227,203,10,6,197,63,5,130,0,19,5,89%,4%,3%,87%,28%,2%,57%,0%,8%,2%
3084043,132256,247,236,3,6,230,65,10,152,3,11,0,96%,1%,2%,93%,26%,4%,62%,1%,4%,0%
3084702,102052,185,177,3,SUPP,SUPP,SUPP,55,73,SUPP,SUPP,SUPP,96%,2%,SUPP,SUPP,SUPP,30%,39%,SUPP,SUPP,SUPP
3084706,102053,181,175,SUPP,SUPP,SUPP,SUPP,37,111,0,6,0,97%,SUPP,SUPP,SUPP,SUPP,20%,61%,0%,3%,0%
3085400,102055,178,177,0,SUPP,SUPP,SUPP,6,165,SUPP,SUPP,SUPP,99%,0%,SUPP,SUPP,SUPP,3%,93%,SUPP,SUPP,SUPP
3085401,102056,210,200,SUPP,SUPP,SUPP,61,SUPP,106,SUPP,SUPP,SUPP,95%,SUPP,SUPP,SUPP,29%,SUPP,50%,SUPP,SUPP,SUPP
3085403,102058,179,175,SUPP,SUPP,SUPP,30,SUPP,120,SUPP,4,0,98%,SUPP,SUPP,SUPP,17%,SUPP,67%,SUPP,2%,0%
3085404,137094,178,170,10,SUPP,SUPP,43,SUPP,117,SUPP,SUPP,SUPP,96%,6%,SUPP,SUPP,24%,SUPP,66%,SUPP,SUPP,SUPP
3086905,134311,172,164,4,3,161,58,11,92,0,SUPP,SUPP,95%,2%,2%,94%,34%,6%,53%,0%,SUPP,SUPP
3086906,135958,160,143,4,SUPP,SUPP,41,SUPP,92,0,SUPP,SUPP,89%,3%,SUPP,SUPP,26%,SUPP,58%,0%,SUPP,SUPP
3086907,136147,238,213,5,4,209,63,SUPP,124,SUPP,20,5,89%,2%,2%,88%,26%,SUPP,52%,SUPP,8%,2%
3086908,136157,155,134,4,4,130,61,34,31,4,14,7,86%,3%,3%,84%,39%,22%,20%,3%,9%,5%
3087000,102066,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3087002,102067,17,17,0,0,17,7,0,0,10,0,0,100%,0%,0%,100%,41%,0%,0%,59%,0%,0%
3087004,102068,6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3087005,102069,11,11,0,0,11,0,0,0,11,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
3087007,102070,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,308,3715,3500,85,55,3445,910,340,2135,60,175,40,94%,2%,1%,93%,24%,9%,58%,2%,5%,1%
3094029,102153,217,213,0,SUPP,SUPP,52,49,108,SUPP,SUPP,SUPP,98%,0%,SUPP,SUPP,24%,23%,50%,SUPP,SUPP,SUPP
3094030,102154,240,225,3,4,221,62,20,136,3,SUPP,SUPP,94%,1%,2%,92%,26%,8%,57%,1%,SUPP,SUPP
3094031,102155,207,182,0,SUPP,SUPP,105,53,19,SUPP,19,6,88%,0%,SUPP,SUPP,51%,26%,9%,SUPP,9%,3%
3094032,102156,246,235,SUPP,SUPP,SUPP,38,SUPP,188,SUPP,6,5,96%,SUPP,SUPP,SUPP,15%,SUPP,76%,SUPP,2%,2%
3094033,102157,258,224,0,SUPP,SUPP,121,68,SUPP,SUPP,29,5,87%,0%,SUPP,SUPP,47%,26%,SUPP,SUPP,11%,2%
3094034,137745,149,130,SUPP,4,126,64,55,7,0,SUPP,SUPP,87%,SUPP,3%,85%,43%,37%,5%,0%,SUPP,SUPP
3094036,137531,218,209,SUPP,SUPP,SUPP,46,SUPP,150,SUPP,SUPP,SUPP,96%,SUPP,SUPP,SUPP,21%,SUPP,69%,SUPP,SUPP,SUPP
3094037,131757,227,196,3,3,193,102,70,21,0,24,7,86%,1%,1%,85%,45%,31%,9%,0%,11%,3%
3094703,139362,104,94,SUPP,SUPP,SUPP,8,SUPP,82,SUPP,5,5,90%,SUPP,SUPP,SUPP,8%,SUPP,79%,SUPP,5%,5%
3096905,133386,193,178,3,3,175,46,13,113,3,10,5,92%,2%,2%,91%,24%,7%,59%,2%,5%,3%
