LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
894,2051,123370,9,12,4,7.7,5.7,1.3,18,34722
894,2061,123377,18,22,6,17.3,11.9,3.2,24.5,35474
894,2062,123378,11,11,2,8.4,7.6,1.1,25.2,40195
894,2074,123384,11,16,2,11,9.3,1.6,19.3,30988
894,2112,123404,8,11,1,8,7.1,1,27.5,36977
894,2116,123406,10,10,10,9.8,8.2,5.7,24.1,38689
894,2128,123415,7,15,2,6.8,7.9,1.1,17.4,36378
894,2153,123429,13,18,3,11.5,12.2,2,22.8,35221
894,2158,123433,22,32,4,20.2,23.3,3.3,20.3,32433
894,2168,123438,12,16,2,11.6,9.9,2,23.8,36636
894,2172,123441,17,20,4,15.3,12.3,3,22.3,33826
894,2174,123443,17,11,4,17,7.4,2.7,20.8,33468
894,2175,123444,11,18,9,11,9.2,4.9,23.8,32501
894,2176,123445,13,14,6,11.5,9.7,3.7,19.7,36943
894,2181,136439,16,18,17,15,10.6,6.4,28.6,38067
894,2190,123450,19,29,9,15.8,17.2,4.6,26.3,35252
894,2191,123451,10,11,3,10,7.7,1.3,21.9,31895
894,2195,123453,18,16,7,16.4,12.3,3.5,25,35165
894,2200,123456,20,23,5,17.6,13.6,3.7,20.1,33229
894,2201,131394,19,29,14,17.6,19.7,7.2,24.9,36951
894,2202,132086,17,23,5,15.4,13.7,3.9,21,34741
894,2203,133300,23,19,26,20.2,12.9,19.6,22.3,NA
894,2204,133757,18,25,5,17.1,18.1,4.5,21,34165
894,3035,123473,13,7,5,12.8,5.3,3.8,13.4,33087
894,3039,123474,8,8,2,6.9,4.8,1.2,30.1,35073
894,3082,123489,11,11,3,9.2,5.9,1.6,28.2,38177
894,3091,123496,5,6,2,4.6,2.7,1.2,18.5,37756
894,3109,123505,10,8,2,7.8,4.9,1.1,18.6,35315
894,3129,123520,15,14,8,14,7.2,4.8,19,31780
894,3152,123526,21,27,8,19.6,18.2,4.4,21.3,34249
894,3154,123527,27,26,9,25.6,17.7,4.6,20.2,34556
894,3157,123530,19,24,4,14.2,12.5,3.5,29.2,NA
894,3315,123542,9,9,3,9,3.2,2.1,24,37690
894,3317,123544,8,11,7,7.4,7.1,4.1,28.5,39015
894,3352,123552,8,11,8,7,6.5,2.5,26.1,32347
894,3356,123555,14,10,12,12,6.4,6.4,19.2,33190
894,3357,123556,8,8,2,8,6.1,1.8,22,35428
894,3358,123557,15,22,5,14.1,17.8,4.5,21.2,32857
894,3359,123558,6,8,2,5.8,5.9,1.5,24,38108
894,3361,134852,14,25,6,13.4,18,3.7,25.1,34400
894,3362,134999,18,17,7,17.4,12.3,3.5,20.9,35195
894,3363,135031,24,3,11,21.5,2.8,3.5,19.1,NA
894,3364,104939,32,23,10,28.2,14,5.4,17.7,33628
894,3365,127090,18,23,8,18,16.9,6.2,22.4,37619
894,3366,133270,25,46,19,24.6,35.6,13.8,23.4,37722
894,3367,135244,10,9,1,9.2,6.2,1,21.2,34511
894,3368,135496,21,20,5,18.7,15,4.8,24.4,35508
894,3369,136154,24,28,13,18.8,20.5,8.8,22.2,37267
894,4000,142067,32,4,11,29.5,2.6,8.7,11.9,40434
894,4001,142285,67,16,21,63,13.6,19.7,17.3,37508
894,4364,136516,35,1,13,27.5,1,10.2,17.5,NA
894,4405,123574,61,24,43,55.3,17.5,28.5,19.3,NA
894,4408,139766,43,10,17,40.3,8.3,14.7,15.8,38493
894,4425,139536,24,5,11,23.7,4.1,9.9,15.6,39706
894,4439,133708,68,31,32,62.3,24.6,29.4,14.8,NA
894,5203,123435,12,12,6,10.7,9.4,2.8,26.4,34900
894,5400,137446,53,8,30,48.3,4.9,24.1,18.5,39676
894,5402,123595,45,28,20,39.1,19.4,15.4,15.8,NA
894,5404,123597,77,29,30,71.3,19.5,27,16.2,NA
894,6900,123627,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
894,6905,135149,92,25,19,89.6,25,19,12.4,NA
894,6906,135582,78,38,27,75.1,24.1,24.5,13.1,36609
895,1101,141935,4,7,2,4,6.4,1.7,NA,40684
895,2000,139910,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
895,2001,140175,24,17,9,23.4,15.3,7.1,17.9,34408
895,2002,141193,6,4,5,4,4,3.6,20.9,31585
895,2003,141653,6,4,4,4.5,1.3,1.8,15,34231
895,2004,142037,10,13,4,9.9,10.3,3.4,19,34046
895,2011,140740,13,10,3,10.7,7.4,2.1,20.2,36758
895,2129,111008,12,7,2,9,5.4,1.7,22.9,37686
895,2131,111009,7,6,2,5,5,1.4,22.7,35678
895,2133,137450,19,15,3,17.4,11,2.7,22,35612
895,2137,111013,23,16,8,19.3,10.1,4.7,21.6,34667
895,2138,111014,18,21,2,15.5,14.4,1.7,17.4,34806
895,2139,111015,8,9,3,6.8,6.7,1.4,32.5,34859
895,2141,140438,24,21,9,19.1,15,5.7,21.4,NA
895,2142,140444,16,8,13,15.8,6.1,7.7,13.4,39937
895,2143,111018,10,7,1,5.5,3.5,0.9,20.7,35560
895,2145,141306,8,3,1,7.2,2.2,1,12.6,39865
895,2151,141792,26,33,5,22.5,25.7,4.5,17.1,33022
895,2152,111023,13,14,3,11,8.6,2.5,25.7,38103
895,2154,111025,14,12,2,8.3,5.7,1.3,23.9,40456
895,2156,111027,21,16,3,17.3,10.2,2.6,22,36094
895,2157,139459,12,8,3,9.9,4.1,1.8,21.8,40501
895,2159,111030,15,6,3,10.2,5,2.8,19.3,35640
895,2161,111031,14,20,1,11.4,12.9,1,17.4,36113
895,2162,111032,14,15,4,12.5,11.2,2.6,23.3,35860
895,2163,111033,9,10,2,8,8.1,1.6,25,38745
895,2165,140083,20,20,7,16.2,10.1,4.7,23.8,36513
895,2166,111036,14,7,3,11.7,5.6,2.7,23.2,33651
895,2167,141809,7,6,5,6.2,3.1,3.2,20.2,35957
895,2168,111038,10,5,1,8.6,4.8,1,24.6,37617
895,2169,111039,9,7,2,8.6,4.3,1.4,20.2,38232
895,2170,140895,11,9,3,10.2,6.8,1.7,21.3,35171
895,2171,140501,19,15,3,14.4,8.3,2.5,23.2,36967
895,2173,111042,13,9,2,9.1,4.6,1.8,24.8,37110
895,2174,140724,11,15,3,9.2,9.4,2.8,22.4,37924
895,2175,111044,10,11,3,9.4,8.9,2.4,20.3,36672
895,2176,140981,13,21,3,12.6,15.3,3,25,31872
895,2201,111061,18,15,3,17.8,11.8,2.6,12.1,32874
895,2205,111064,20,25,7,18.5,20.8,3.6,21.7,37023
895,2206,139752,28,18,5,27.1,16.7,4.3,19.9,31053
895,2211,141708,23,41,4,21.8,29.6,3.7,20.1,35133
895,2214,111071,7,3,2,5.1,2.8,1.1,17.8,32350
895,2216,111072,13,10,3,12.1,7.9,2.1,21.9,35190
895,2220,111074,7,10,1,5.6,4.9,1,18.5,35194
895,2222,111075,13,8,4,9.7,3.8,2.3,26.7,37581
895,2223,142236,12,9,8,11.2,6.8,4.7,18.2,33975
895,2225,111078,7,9,1,6.2,7.3,1,18.9,33630
895,2227,111079,10,8,2,8.7,6.5,1.7,26.2,37259
895,2228,111080,22,7,2,18.1,5.4,2,18.4,36264
895,2229,111081,15,8,1,10.6,5.2,0.4,20.1,36612
895,2256,111096,8,6,1,6.6,3,0.9,21.1,36047
895,2258,111098,14,10,5,10.9,5.9,2.7,20.4,35707
895,2291,142235,17,10,3,16.4,8.1,2.2,24.2,33702
895,2328,111143,9,9,2,8.6,8.2,1.7,23.5,34880
895,2332,111147,14,5,2,9.8,4,1.2,19.4,36206
895,2340,140598,15,11,5,8.9,5.9,3.3,22.4,34381
895,2344,111156,7,5,2,5.4,2.7,1.4,25.6,39323
895,2349,111159,14,14,5,9.1,6.5,2.8,22.3,36169
895,2356,111163,11,5,2,9,4.1,1.6,18.7,36581
895,2367,111167,13,9,3,9.6,6.6,1.8,22,37464
895,2377,111170,9,20,2,8.6,16.9,1.8,24.3,38178
895,2378,111171,11,15,2,8.6,7,1.6,24.3,38930
895,2664,111203,9,9,2,8.4,3.2,0.9,20,38100
895,2693,111211,20,18,4,19,17.7,2.9,19.3,33811
895,2698,111215,13,9,3,10.7,6.5,2.2,23.9,35311
895,2699,111216,27,20,5,25.5,15,4.6,20,36779
895,2702,111219,13,15,3,11.3,13.1,3,22.1,36362
895,2705,111222,6,10,2,4.6,8.1,1.6,37,36686
895,2710,111227,20,7,2,17.5,4.6,1.8,22.6,34238
895,2715,111232,25,21,5,18.5,15.1,3.5,23.3,35561
895,2716,111233,7,6,1,5.6,3.9,1,21.2,38307
895,2720,111237,13,12,4,9.8,9.6,3.4,23,34008
895,2728,132807,24,15,5,19,11.9,4.2,21,35791
895,2731,131727,21,20,8,20,16.1,6,20,33423
895,3108,111251,9,7,1,6.3,5.1,0.7,14.9,36611
895,3113,111252,10,5,3,8.3,3.9,1.2,20.8,37215
895,3114,111253,5,2,1,2.2,0.9,0.7,20.5,31584
895,3115,111254,4,3,1,2.9,1.6,1,17.6,36080
895,3120,111255,6,6,2,4.9,3.1,1.2,23.3,32208
895,3121,111256,14,12,2,12,7.1,1.4,25.9,36789
895,3122,140894,9,7,6,7,3.5,3.3,22.3,35522
895,3124,141152,19,14,2,17.6,7.8,1.9,23,33683
895,3139,111265,10,7,2,9,4.7,1.8,19,36135
895,3140,111266,7,4,2,5.2,2.1,0.8,16.3,36108
895,3141,111267,9,4,4,8.5,2.4,2.4,19.8,36110
895,3142,111268,9,4,1,6.3,3.2,1,21.6,34798
895,3147,139539,13,11,3,9.6,4.9,2,22.2,37783
895,3157,111277,9,8,2,6,4.8,1.4,27.7,32152
895,3169,111287,7,8,1,5.7,5.1,1,22.2,37940
895,3513,111323,12,6,2,10.4,5.6,1.4,18.5,35090
895,3516,111324,5,10,1,2.9,5.6,0.8,26.6,36816
895,3518,111325,15,15,6,12.4,9.9,1.9,26.7,36229
895,3520,111326,4,3,2,2.6,1.7,0.9,16.2,40955
895,3521,111327,4,8,3,4,3.1,0.9,25.8,47307
895,3524,111329,11,7,2,10.2,5.3,1.7,17.5,33246
895,3525,141811,19,10,3,15.7,5.5,3,20.3,34181
895,3526,111331,18,11,2,13.4,8.7,1.6,21.8,34856
895,3527,111332,11,6,3,9.5,3.3,1.8,18.5,37698
895,3529,111333,6,7,2,6,4.4,1.2,19.8,32336
895,3530,111334,7,8,1,7,5.5,1,23.4,38657
895,3531,141826,11,NA,NA,11,NA,NA,17.3,30758
895,3536,111339,8,7,2,7.3,4.7,1.6,28.8,39604
895,3537,111340,11,4,2,10,3.8,1.6,20.8,33870
895,3541,111342,30,31,12,24.4,18.6,7.4,25.7,35707
895,3543,111343,7,7,4,5.7,3.1,1.6,16.5,33951
895,3544,111344,12,7,3,9.1,4.9,1.9,19.3,36757
895,3545,111345,3,6,2,2.6,3.2,0.8,26.5,SUPP
895,3546,111346,9,5,2,7.7,3.1,1.3,24.7,36077
895,3547,111347,11,9,2,9.4,6.4,1.7,22.9,36115
895,3559,111358,13,5,2,9.2,3.9,0.7,22.9,39681
895,3562,111360,14,8,3,9.2,6.9,2,19.7,35675
895,3566,141831,10,13,2,6.2,3.5,1.5,18.4,35128
895,3805,140647,27,15,6,25.4,13.1,5.7,17.5,32024
895,3808,133271,27,41,6,24.9,35.2,4.7,17.7,36636
895,3810,133352,21,23,7,19.2,19.7,5.4,22.7,37034
895,3811,133418,20,11,3,16.4,8.8,2.3,22.3,34024
895,3812,141568,22,26,7,18.5,14.3,3.5,22.2,32653
895,3814,135245,16,17,3,15.6,9.8,2.4,21.2,35431
895,3816,135255,25,7,3,18.7,5.3,2,23,33759
895,3818,135327,18,12,5,17,6.8,3.8,21,34976
895,3821,135567,18,12,3,14.6,11.1,2.2,21.3,35741
895,4000,139953,65,32,26,63.6,29.4,23.5,12.9,35286
895,4001,137064,41,12,11,38.5,10,10,10.2,41042
895,4002,140813,NA,NA,NA,NA,NA,NA,NA,NA
895,4116,140791,73,20,27,64.5,12.7,25.4,15.9,36661
895,4121,140108,94,17,33,87.4,13.7,28,15.2,35417
895,4123,136340,103,9,21,100.3,8.5,18.9,12.7,37406
895,4127,111410,49,34,21,44.5,28.7,16.9,14.9,39295
895,4139,111417,35,10,11,31.2,9.4,9.8,15.9,39320
895,4143,111419,79,18,29,72.8,14.6,22.7,14.2,39631
895,4144,142237,39,4,16,37.3,2.6,12.8,14.6,NA
895,4163,138002,84,12,35,79.1,8.8,28.7,12.2,38457
895,4165,137449,82,22,40,77.1,18.1,31.3,16.3,36366
895,4211,111436,96,20,44,88.8,18.7,33.3,17,39650
895,4220,136279,104,22,38,91.1,15.7,31,15,35767
895,4223,111442,43,15,22,40.8,11.5,18.7,NA,39841
895,4225,111443,154,41,51,138,35.3,45,14.6,38267
895,4226,136655,81,14,38,73,9.8,25,15.6,37427
895,4227,138662,50,15,21,45.6,9.4,16.3,15.1,39243
895,4612,139764,48,12,14,41.7,8.1,13,15.5,36975
895,4801,139139,87,21,24,85.4,17.4,21.2,14.3,30756
895,5200,111459,5,NA,1,4.6,NA,0.9,10.7,36178
895,5201,136518,13,6,6,8.3,3.7,2.4,17.3,39474
895,5203,111462,6,2,1,3.9,0.8,0.8,10.8,34413
895,5205,135820,10,9,2,6.8,7.4,1.5,25.9,36636
895,5401,136278,106,33,45,97.3,26.5,40.2,15.7,39273
895,6010,137491,86,16,37,78.8,13.9,31.3,16,38245
896,2000,139377,5,4,2,5,2.7,1.7,15,32144
896,2001,139379,14,14,2,13.8,9.5,1.7,20.9,34095
896,2002,139832,7,5,3,6.1,3.8,1.9,18.4,38584
896,2004,140410,8,8,2,8,6.4,1.5,19.4,33970
896,2005,140664,12,8,2,10.8,7.3,1.9,14.4,33084
896,2012,134248,20,16,5,16.8,13.9,3.6,21.7,34349
896,2013,134249,11,7,1,10.7,6.4,1,13.6,34216
896,2014,135736,17,7,3,14.7,6,2.2,20.9,34944
896,2055,110976,22,20,4,17.2,11.8,2.6,21.7,36200
896,2065,110983,11,15,2,10.2,13.8,1.9,18.9,35634
896,2066,110984,11,8,3,9.1,7.3,1.6,23.1,39278
896,2100,110987,10,13,2,8.4,9.5,1.4,18.7,38179
896,2108,110993,5,4,1,5,3.3,0.7,19.2,37730
896,2111,110995,9,7,3,8.4,5,2.9,20.9,35585
896,2113,110997,4,5,3,3.3,4.2,1.5,19.7,43538
896,2115,110999,5,2,1,4,1.8,0.9,16.2,36738
896,2119,111003,5,11,3,4.4,4.8,1.3,15.4,41018
896,2123,111004,10,8,2,8.4,6.1,1.3,25.8,41139
896,2178,111047,8,3,2,6.1,2.4,1.3,18.7,34856
896,2179,111048,13,11,3,11.2,8.6,2,16.2,36819
896,2181,111050,10,12,4,8.6,7.1,2.9,25.1,35941
896,2182,111051,13,11,4,12.2,5.9,2.6,13.5,35126
896,2183,111052,11,12,4,10.1,10.4,2.6,19.5,35465
896,2186,111053,17,18,3,15.4,14.8,1.9,21.5,37312
896,2187,111054,13,12,2,11,10.1,1.8,18.9,36193
896,2189,111055,6,2,1,4.8,1.8,0.5,11.9,34620
896,2190,111056,7,6,1,6,5.9,0.9,19,40813
896,2191,111057,26,15,5,24.1,11.6,3.8,19.8,35743
896,2196,111059,12,9,2,10.4,7.7,1.6,20.3,34156
896,2233,111082,11,10,2,8.3,5.8,1.2,24.7,37010
896,2234,111083,11,3,2,10.4,2.3,1.4,21.8,34977
896,2235,111084,12,30,2,10.1,18.2,1.9,21.7,38338
896,2237,111085,24,23,6,20.1,17.2,4.1,15.3,35482
896,2239,111086,7,9,2,6.6,7.9,2,19.4,35653
896,2240,111087,21,23,6,18.8,11.3,3,19.6,34284
896,2242,111089,11,22,6,10.6,20.3,6,21.8,36148
896,2247,111093,15,16,3,10.7,10.1,1.6,23,36439
896,2260,111100,14,19,7,11.4,15.8,4.1,18.3,36273
896,2268,111103,14,10,6,12.1,8,2.6,19.6,36004
896,2269,138742,11,6,5,10.3,2.8,4.1,19.4,33429
896,2272,111106,13,9,3,9.7,5.1,2.1,20.9,37791
896,2273,111107,13,8,2,10.7,6.8,1.4,19.1,36916
896,2274,111108,12,7,2,9.1,4.6,1.6,24.5,38285
896,2275,111109,8,11,1,6.5,7.5,0.8,19.2,33514
896,2276,111110,13,12,2,11,10.2,1.6,20,35096
896,2279,111112,10,9,2,9.2,8.5,1.8,18.4,35672
896,2282,111115,6,12,7,5.8,10.6,5.1,20.1,38318
896,2288,111119,19,16,4,16.1,10.8,2.5,24.8,36647
896,2292,141621,12,15,3,7.9,8.2,1.9,26.3,37465
896,2298,111126,9,9,4,8,5.6,2.4,22,36007
896,2301,111129,10,8,4,8.7,6.8,2.5,19.7,33859
896,2307,140097,12,22,4,9.4,12.2,3.2,20.6,34860
896,2311,111133,17,22,5,15.8,19.2,3.5,16.7,35592
896,2316,111137,12,13,2,9.6,10.4,1.3,21,37497
896,2329,111144,20,10,3,17.5,9,1.8,21,38129
896,2334,111149,11,7,5,9.2,5.9,1.9,23.2,38006
896,2339,111152,12,4,4,8.8,2.8,2.7,20.4,33839
896,2350,111160,18,6,6,14.2,4.4,2.6,21.2,35034
896,2357,141614,10,11,2,8.2,6.2,2,25.5,38703
896,2678,111205,13,11,3,11.3,8.6,2.3,18.7,35265
896,2688,111209,16,14,3,12.4,12.6,2,22.7,35600
896,2695,111212,13,10,4,11.6,6.4,1.4,20.5,34168
896,2701,111218,20,35,3,18.1,28.3,2.5,20.6,32965
896,2708,111225,14,8,3,10.8,6.3,2.1,19,38138
896,2709,111226,12,24,4,10.5,16,3.5,16.9,35038
896,2713,111230,12,8,4,8.8,7.1,2.3,23.8,36189
896,2718,111235,22,18,3,18.5,15.9,2.1,20.9,36357
896,2719,111236,11,8,2,9.2,6.5,1.4,23.4,35864
896,2721,111238,11,21,5,9.9,14,2.7,18.5,38373
896,2725,130270,14,11,3,13.2,8.8,2.7,15.4,35590
896,2727,131421,13,13,2,10.7,11,1.4,19.4,40736
896,2729,131350,20,25,4,15.8,23.3,3.7,15.7,35863
896,2730,131681,17,25,4,16.3,21.4,2.7,22,35136
896,2732,131956,10,18,5,10,13.4,3.4,20.1,40430
896,3101,111245,9,10,6,8.4,6.3,2.3,24.3,38760
896,3103,111247,12,10,2,9.3,6,1.4,22.5,35139
896,3104,111248,6,3,2,5.4,2.7,0.7,16.6,36568
896,3105,111249,5,2,2,4.8,2,1.4,20.4,32765
896,3128,136553,11,9,4,10.4,5.6,2.2,16.3,32858
896,3132,111260,12,13,1,8.5,8.5,0.6,25.6,32524
896,3133,111261,6,11,1,3.6,3.8,1,16.9,36293
896,3134,111262,8,15,2,7.8,14,1.9,24.6,36522
896,3135,111263,10,6,1,8.6,4.4,1,16.5,36742
896,3149,111270,7,5,1,4.3,3.6,0.9,15.3,37580
896,3150,111271,4,4,2,4,3.3,1.2,15.5,38180
896,3151,111272,4,4,3,4,2.3,2.2,19.3,38386
896,3152,111273,10,6,3,9.3,5.7,1.6,23.1,37843
896,3155,111275,9,6,1,8.3,5,0.9,19.3,38096
896,3162,111280,6,4,2,5.4,2.7,1.5,12.2,33662
896,3163,111281,8,5,3,6.3,4.2,1.3,19.3,35616
896,3164,111282,10,7,3,9.8,5.4,2.6,20.9,35249
896,3165,111283,5,3,2,2.6,2.3,1,11.9,38138
896,3166,111284,7,5,2,5.1,3.3,1.7,21.5,37040
896,3167,111285,7,7,2,6.2,4.6,1.2,16.4,37395
896,3168,111286,5,11,1,3.7,5.5,1,11.4,34368
896,3171,111289,11,10,4,9,7.6,2.1,20.6,36563
896,3172,111290,22,22,4,17.7,14.7,2.7,23.1,37533
896,3180,131684,21,12,8,18.7,10.4,6.8,21.1,36711
896,3415,111311,9,9,2,8,7.4,1.5,15.8,33364
896,3500,111312,6,5,1,4.8,3.6,0.9,17.3,38879
896,3501,111313,11,12,2,9.1,5.8,1.2,19.3,35314
896,3507,111317,4,9,1,3.5,5.6,0.7,16.3,31393
896,3532,111336,6,4,2,4.8,3.4,1.2,14.7,39194
896,3533,111337,11,8,3,8.4,5.2,1.4,22.1,38669
896,3534,111338,8,5,2,6.2,4,1,20.2,38629
896,3538,111341,10,8,2,8.8,5.9,1.5,21.3,36972
896,3550,111349,6,7,2,4.9,4.2,1.3,19.6,40894
896,3551,111350,8,3,2,6,2.8,1.2,18.5,35417
896,3552,111351,11,5,2,9.6,2.5,1.8,17,34826
896,3556,140896,14,13,5,13.6,13,5,13.7,30398
896,3558,111357,8,9,2,8,6.4,1.6,25.5,42317
896,3633,111379,12,7,3,10.5,4.8,2.9,19.1,35889
896,3641,111384,19,26,5,15.2,15,2.5,21,37228
896,3643,111386,16,19,3,14.5,15,2,22.7,36403
896,3645,111387,17,11,1,13.4,8.9,0.6,21.7,34073
896,3646,111388,13,20,3,10.3,16.6,1.9,20.1,36616
896,3647,130929,9,9,2,7,5.6,1.3,19.3,38081
896,3800,111389,17,25,5,15.4,22.2,3,19.4,34728
896,3802,134336,16,12,8,8.9,6.6,3.2,24.1,36984
896,3803,134866,22,29,4,16.7,26.2,3.8,18.8,35780
896,3804,134897,14,16,1,13.3,14.4,1,17.4,36111
896,3807,135019,20,24,4,17.6,16.2,3.1,23.4,34842
896,3813,135136,32,22,10,28,19,7.6,21.9,35643
896,3815,135246,23,18,5,20.7,11.9,4.6,21.1,35457
896,3817,135256,18,25,3,17.2,19.7,2.2,16.5,38793
896,3820,135505,12,5,2,11.3,4.9,1.4,18.2,36502
896,3822,135635,23,18,4,20.5,15.9,3.8,18.5,33031
896,4000,137582,35,11,10,34.4,11,9.4,11.2,38138
896,4001,138148,54,22,29,48.5,14.1,22.4,17.1,42365
896,4006,111396,43,14,18,40.4,11.2,17.4,9.7,38814
896,4007,111397,43,13,18,40.9,9.7,15.9,12.9,39861
896,4100,138318,121,35,25,114,31,23.4,14.3,36100
896,4132,111414,79,25,23,64.9,20.3,20.1,15.5,38549
896,4134,138743,61,20,24,55,16.4,22.5,17.5,38900
896,4135,138483,57,14,25,55,9.4,20.4,20.2,36437
896,4149,136645,104,8,32,89.3,5.5,23.6,14.8,36120
896,4153,111422,112,23,32,103.7,19.2,28,14.1,38832
896,4158,111424,90,15,25,76.2,11.5,20.5,16.6,38444
896,4167,111429,113,45,31,100.7,35.9,27.1,15,39271
896,4221,111440,99,12,32,86.6,9.8,27.4,15.4,39025
896,4603,139343,62,NA,1,61,NA,1,15,38771
896,4610,111450,88,26,24,77.9,22,21,16.2,38385
896,4611,111451,58,15,21,56,13.6,18.4,14.6,39159
896,4623,136543,83,13,34,73.9,11,27.7,14.1,34046
896,5202,111461,17,15,6,13.2,12.8,4,23.8,37812
896,5204,111246,7,11,2,5.5,5.4,1.1,15.5,33226
896,5205,136806,28,26,6,20.7,16.7,5,19.5,39253
896,6905,135941,65,16,31,62.2,14.2,29.3,13.3,36582
896,6906,136184,65,11,25,60.1,10.4,20.6,14.4,40584
908,1100,139741,30,5,9,13.4,3.8,7,NA,42756
908,1101,139761,12,10,1,11.6,8.7,1,1.7,39785
908,1102,139760,9,9,1,8,6.8,0.9,2.1,40025
908,1103,139759,7,5,1,6,4.4,1,1.8,39824
908,1104,139758,13,11,4,11.6,8.8,1.8,1.6,39753
908,1105,139745,5,7,1,5,5.3,0.9,2.6,44314
908,1108,139740,9,12,1,8.1,9.4,1,1.4,35452
908,2000,137076,12,21,5,9.7,14.2,4.4,24.9,32315
908,2001,138671,16,18,3,14.2,10.3,2.4,13.2,33891
908,2002,139073,29,33,7,26.5,21.3,5.5,18.6,36506
908,2003,111791,4,7,1,2.6,2.1,1,20,37659
908,2004,111792,11,14,2,8.5,7.6,1.6,15.5,34998
908,2006,111794,12,19,3,7.4,8.9,1,24.9,33057
908,2008,111796,7,6,1,5.8,3.6,1,17.6,33094
908,2009,141710,19,34,6,16.7,23.9,3.1,25.1,35798
908,2010,139955,8,8,2,8,2.8,1.2,16.4,32065
908,2012,139960,7,7,4,5,5,3.1,22.9,40542
908,2015,140020,16,16,3,15.6,10.2,2.7,16.6,31744
908,2016,140027,23,26,4,18.8,14.4,2.5,21.5,36319
908,2017,136879,13,22,7,11.1,11.1,4,23.8,35941
908,2018,111800,14,16,2,12.1,9.8,2,19.7,36185
908,2019,140232,6,8,4,5.6,4.4,0.9,13,28893
908,2020,142444,10,9,2,9.1,6.5,1,19.9,38392
908,2021,140328,15,25,4,12.2,13.4,2.5,17.1,33555
908,2022,140332,4,8,1,2.8,4.9,0.8,34.6,34823
908,2024,140334,7,8,4,6.2,3.7,1,18.9,36718
908,2025,111803,3,5,3,1.2,2.4,1.6,21.3,SUPP
908,2026,140342,5,4,1,4.8,2.2,0.9,20.6,35466
908,2027,111804,6,7,2,4.7,5.3,0.9,18.8,32519
908,2028,111805,6,17,6,4.9,6,1.2,20.6,39730
908,2029,142240,19,24,4,14.7,12.1,2.8,20.4,35582
908,2030,137468,8,18,6,8,9,3.6,23,37839
908,2031,140347,17,21,6,15.2,14.6,3.7,18.6,34639
908,2032,137466,12,18,2,11.4,7.7,1.2,18.9,33018
908,2034,140670,4,8,2,4,5.5,1,23.8,34441
908,2035,140837,8,10,2,6.6,3.5,1.4,18.3,35164
908,2036,140838,18,15,7,15.2,10.4,2.1,22.9,37237
908,2037,140839,4,4,1,4,2.7,0.7,16,33179
908,2038,141198,11,19,5,9.8,10.4,4.2,21.5,33175
908,2039,141322,8,9,1,5.7,5.6,0.6,22.3,34407
908,2040,141323,12,14,9,11,9.1,6.9,20.5,34152
908,2041,141616,17,21,2,15.1,11.5,1.4,17.1,35916
908,2043,142389,19,32,4,13.7,18.2,3.1,21.9,35683
908,2100,111809,6,6,1,5.2,4.3,0.9,18.5,37211
908,2103,111810,6,10,4,4.6,4.1,1.3,22.1,38467
908,2104,111811,5,8,NA,4.6,2.6,NA,15.7,38716
908,2109,111813,6,5,2,6,3.6,1.1,6.3,32266
908,2112,111814,7,11,2,4.6,6.8,0.8,20.2,37080
908,2113,140635,6,5,4,3,1.9,2.4,13.2,NA
908,2114,111816,5,4,1,3.8,2.2,0.7,16.6,36950
908,2115,111817,14,13,3,9.8,5.2,1.7,16.6,31750
908,2116,111818,8,8,2,7.4,4.7,1.7,19.7,37879
908,2119,111820,7,10,1,6.4,5.3,0.9,17.2,34198
908,2120,140642,8,3,4,5,2.2,1.3,11.3,NA
908,2121,140630,7,4,2,2.9,1.7,1.2,12.3,34293
908,2123,140643,7,2,2,5.3,1.4,0.9,4.3,38226
908,2124,111824,6,12,3,4.5,5.3,1.3,18.2,37121
908,2125,111825,4,6,1,3,2.1,0.8,19.1,31700
908,2126,111826,4,4,1,3.5,2.7,0.4,10.9,29956
908,2128,111828,5,6,2,4.6,3,1.1,16.5,35612
908,2132,111830,11,13,6,8.7,6.8,1.8,18.3,31788
908,2133,111831,20,44,6,17.7,16.4,5.3,22.8,35866
908,2134,137616,12,22,4,11,12.2,1.7,19.5,34355
908,2208,111836,6,9,1,4.5,3.8,0.9,20,34581
908,2209,111837,13,14,3,10.4,8.2,2.5,22.4,35858
908,2213,140741,6,10,2,5.4,3.6,1.2,18.1,29037
908,2215,111839,6,9,1,5.8,4,1,24.7,39769
908,2219,111840,7,25,1,7,11.3,1,24.3,36691
908,2221,111841,12,14,8,10.8,7.4,3.2,21,34608
908,2222,136831,18,20,6,16.5,9.5,3.9,22,36950
908,2223,136881,14,34,4,12.5,19.6,3.7,25.8,38758
908,2224,140790,11,9,2,8.5,5.3,2,18.5,32577
908,2226,111845,5,6,2,4.8,3.2,1.1,16.7,34616
908,2227,111846,5,5,2,4.1,2.9,2,21,37315
