ALPHAIND	LEA	ESTAB	URN	SCHNAME	SCHNAME_AC	NFTYPE	TABKS2	PTPRIORLO	PTPRIORAV	PTPRIORHI	PTL2BASICS_LL_PTQ_EE	PTEBACC_15_PTQ_EE	PTL2BASICS_3YR_PTQ_EE	PTAC5EM_PTQ_EE	ATT8SCR	ATT8SCRENG	ATT8SCRMAT	ATT8SCREBAC	ATT8SCROPENG	ATT8SCR_LO	ATT8SCR_AV	ATT8SCR_HI	ATT8SCR_15
15164	850	6049	116575	Ditcham Park School	 	IND	0	NP	NP	NP	0.9	0.7	0.92	0.83	62.2	12	12.5	17.9	12.9	NP	NP	NP	NA
16824	850	4000	138720	Eggar's School	 	ACC	0	0.07	0.51	0.42	0.76	0.21	0.71	0.7	53.3	11.4	11.5	13.8	15.1	34.9	47	62.9	NA
17664	850	4003	137113	Everest Community Academy	 	AC	0	0.18	0.65	0.18	0.4	0.09	0.41	0.34	37.4	8.4	8	8.7	10.4	19.7	38.1	53.5	NA
17962	850	6088	135240	Fairways School	 	IND	0	NP	NP	NP	0.0	SUPP	0.0	0.0	5.5	0.4	2.6	1	1.5	NP	NP	NP	NA
18034	850	4308	140069	Fareham Academy	 	ACC	0	0.23	0.53	0.24	0.66	0.11	0.66	0.55	51.7	10.5	9.8	14.6	10.1	39.3	51.9	63.1	NA
18086	850	6020	116517	Farnborough Hill	 	IND	0	NP	NP	NP	0.97	0.74	0.96	0.95	67	13.6	13	20.1	20.3	NP	NP	NP	NA
18334	850	4204	116447	Fernhill School	 	CY	0	0.21	0.53	0.26	0.53	0.23	0.47	0.46	46.9	9.7	9	12.9	11.3	30.9	47.2	58.1	NA
19042	850	4187	116444	Fort Hill Community School	 	CY	0	0.17	0.61	0.22	0.47	0.16	0.46	0.39	44	9.3	8.8	12.1	12	30.3	44.4	54.8	NA
19464	850	4183	116442	Frogmore Community College	 	CY	0	0.11	0.69	0.2	0.77	0.16	0.74	0.7	52.3	10.9	10.5	13.9	15.9	29.3	52.3	64.2	NA
22224	850	4119	116413	The Hamble School	 	CY	0	0.23	0.51	0.26	0.65	0.13	0.55	0.61	49.3	10.1	9.7	12.7	7.8	32.1	50.4	62.5	NA
22292	850	6035	116515	Hampshire Collegiate School	 	IND	0	NP	NP	NP	0.89	0.51	0.88	0.75	58.3	12.5	11.5	17.5	16.6	NP	NP	NP	NA
22826	850	4163	116431	Harrow Way Community School	 	CY	0	0.14	0.58	0.28	0.63	0.12	0.6	0.54	48.4	10.2	10.1	12.6	9.7	32.2	44.9	63.7	NA
23124	850	6905	136156	Havant Academy	 	AC	0	0.43	0.49	0.08	0.44	0.01	0.49	0.38	43.5	8.9	8.9	10.5	7	34.7	48.3	56.8	NA
23234	850	6046	116555	Hawley Place School	 	IND	0	NP	NP	NP	0.92	0.35	0.9	0.84	57.7	11.6	11.2	17.3	17.4	NP	NP	NP	NA
23352	850	4147	116423	The Hayling College	 	FD	0	0.12	0.61	0.28	0.53	0.04	0.49	0.47	48.7	10.1	9.6	11.3	10.9	28.8	47.2	61.6	NA
23876	850	4174	116438	Henry Beaufort School	 	CY	0	0.14	0.48	0.38	0.79	0.31	0.72	0.75	55.3	11.8	11.6	15.6	15.4	32.9	53.5	66.6	NA
23890	850	4307	116466	The Henry Cort Community College	 	CY	0	0.19	0.53	0.27	0.71	0.35	0.57	0.67	52.5	11	11	14.6	13.9	32.5	52.6	65.9	NA
25992	850	4173	116437	Horndean Technology College	 	CY	0	0.12	0.56	0.32	0.72	0.11	0.65	0.66	53.5	10.6	10.6	15	12.3	33.9	51.6	64.6	NA
26142	850	4168	137229	Hounsdown School	 	ACC	0	0.18	0.47	0.36	0.79	0.33	0.71	0.75	55.2	11.4	11.5	15	12.5	35	53.9	66.9	NA
26448	850	4144	116422	The Hurst Community College	 	CY	0	0.09	0.51	0.41	0.74	0.31	0.68	0.68	53	12.2	10.3	14.2	15.5	29.3	48.2	64.5	NA
27412	850	4001	116405	John Hanson Community School	 	CY	0	0.15	0.51	0.35	0.6	0.17	0.59	0.54	48.3	10.8	9.8	12.9	12.1	28.7	46.4	60	NA
28610	850	6003	116585	The King's School	 	IND	0	NP	NP	NP	0.78	0.38	0.7	0.44	49.8	8.9	10.9	16.4	13.6	NP	NP	NP	NA
28612	850	6050	116595	The King's School	 	IND	0	NP	NP	NP	0.86	0.03	0.65	0.83	55.5	11.7	11.1	15.9	16.6	NP	NP	NP	NA
28618	850	4310	116468	Kings' School	 	CY	0	0.09	0.44	0.47	0.88	0.44	0.79	0.83	59.6	12.2	12.3	16.8	18.1	30.1	53.3	70.4	NA
31672	850	6064	116521	Lord Wandsworth College	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	51.4	12.4	0	20.3	12.7	NP	NP	NP	NA
33814	850	6026	116563	Meoncross School	 	IND	0	NP	NP	NP	0.95	0.34	0.93	0.92	60	12.6	11.8	17.4	18.1	NP	NP	NP	NA
34236	850	4007	140182	Mill Chase Academy	 	AC	0	0.24	0.55	0.21	0.56	0.11	0.52	0.4	45.6	9.6	10.4	11.2	10.4	31	45.6	61.6	NA
35338	850	4015	136640	The Mountbatten School	 	ACC	0	0.09	0.51	0.4	0.82	0.39	0.71	0.76	57.3	12	11.4	16.3	14.5	40.3	52.5	67.1	NA
35390	850	6048	116559	Moyles Court School	 	IND	0	NP	NP	NP	0.19	0.13	0.35	0.13	40.8	9.3	2.4	13	13.7	NP	NP	NP	NA
35906	850	4005	138585	The New Forest Academy	 	AC	0	0.13	0.48	0.39	0.61	0.21	0.56	0.58	52.4	11.1	9.9	13.9	9.2	32	49.9	62.6	NA
35912	850	6075	136112	New Forest Small School	 	IND	0	NP	NP	NP	0.0	0.0	0.5	0.0	3.7	0	2.9	0.9	0	NP	NP	NP	NA
36564	850	4128	137125	Noadswood School	 	ACC	0	0.13	0.53	0.34	0.73	0.32	0.66	0.66	52.7	10.8	10.4	15	12	31.9	50.4	64.1	NA
37744	850	5411	137345	Oaklands Catholic School	 	ACC	0	0.1	0.51	0.39	0.73	0.42	0.7	0.7	54.6	11.8	10.6	15.4	16.8	31.5	50.6	65.3	NA
39546	850	4316	116473	Park Community School	 	CY	0	0.37	0.51	0.12	0.38	0.03	0.4	0.33	42.3	10	7.8	10.5	8.1	30.7	46.6	59.8	38.9
40420	850	4130	137128	Perins School A Community Sports College	 	ACC	0	0.06	0.51	0.43	0.71	0.4	0.71	0.65	55.5	11.8	10.6	16.6	15.6	22.5	50.4	65.7	NA
40526	850	5418	136903	The Petersfield School	 	ACC	0	0.09	0.53	0.38	0.73	0.3	0.63	0.7	53.5	11.2	10.6	14.8	15.9	33.7	49.2	63.9	NA
41094	850	4133	116418	Portchester Community School	 	CY	0	0.19	0.64	0.17	0.43	0.16	0.45	0.4	44.6	8.9	9.3	12.8	13.4	27.9	45.2	61.9	NA
41366	850	4129	137129	Priestlands School	 	ACC	0	0.14	0.49	0.37	0.81	0.3	0.74	0.76	56	12	11.1	15.5	17.2	37.2	53.3	66	NA
41736	850	5414	116506	Purbrook Park School	 	FD	0	0.17	0.5	0.34	0.64	0.15	0.56	0.6	50	10.3	9.9	13.2	10.7	29.1	49.2	61.2	NA
43332	850	5403	136657	Ringwood School Academy	 	ACC	0	0.12	0.49	0.39	0.69	0.23	0.7	0.62	54.1	11.3	10.8	15	14	33.5	50.6	64.9	51.8
43618	850	4511	138135	Robert May's School	 	ACC	0	0.11	0.4	0.5	0.81	0.41	0.76	0.78	57.7	11.7	11.8	16.9	17.1	33	53.2	66.5	NA
43884	850	4143	137239	The Romsey School	 	ACC	0	0.15	0.47	0.37	0.71	0.32	0.72	0.66	55.5	11	10.9	15.3	11.1	36.2	52.7	66.8	NA
43908	850	6011	116513	Rookwood School	 	IND	0	NP	NP	NP	0.92	0.54	0.81	0.86	61.4	12.6	11.7	18.6	18.4	NP	NP	NP	NA
50194	850	6062	116594	St Michael's School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	29.3	0.3	10	13	5.6	NP	NP	NP	NA
50346	850	6036	116518	St Nicholas' School	 	IND	0	NP	NP	NP	1.0	0.69	0.95	0.97	63.3	12.9	13	18.5	18.9	NP	NP	NP	NA
51394	850	6038	116534	St Swithun's School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	39.1	0	2.5	21.4	12.8	NP	NP	NP	NA
51928	850	6022	116543	Salesian College	 	IND	0	NP	NP	NP	0.98	0.26	0.98	0.94	67.9	13.1	14.1	20.4	20.2	NP	NP	NP	NA
53166	850	6084	134769	Sherfield School	 	IND	0	NP	NP	NP	0.71	0.35	0.77	0.66	52.5	10.5	12.3	14.7	15	NP	NP	NP	NA
56552	850	4149	116424	Swanmore College	 	CY	0	0.15	0.42	0.42	0.74	0.32	0.68	0.65	54.6	11.3	10.9	15.3	17	30.9	52.1	66.3	NA
57110	850	4153	116426	Test Valley School	 	CY	0	0.1	0.55	0.35	0.71	0.25	0.7	0.62	49.9	10.3	10.2	14.2	14.9	25.6	48.4	58.8	NA
57112	850	5410	116502	Testbourne Community School	 	FD	0	0.08	0.51	0.41	0.76	0.27	0.74	0.69	55	11.6	11.1	15.4	15.1	28.9	50	66.6	NA
57114	850	5406	137315	Testwood Sports College	 	ACC	0	0.29	0.54	0.17	0.51	0.02	0.51	0.46	47	9.7	9	13.3	9.5	33.6	49.2	61.7	NA
57422	850	4175	136715	Thornden School	 	ACC	0	0.07	0.43	0.5	0.87	0.65	0.86	0.82	60.3	12	11.9	18.1	18.2	41.8	54.5	68	NA
58178	850	4113	116411	The Toynbee School	 	CY	0	0.17	0.48	0.35	0.71	0.24	0.72	0.67	52.7	11	10.5	15.3	15.6	36.4	50.1	64.3	NA
59506	850	4180	116440	The Vyne Community School	 	CY	0	0.26	0.6	0.14	0.43	0.13	0.52	0.37	42	9.3	8.6	9.9	9.6	31.4	43.8	59	NA
59870	850	4318	116475	Warblington School	 	CY	0	0.17	0.5	0.33	0.61	0.14	0.58	0.55	49.7	10.7	9.6	13.5	10.3	31.2	47.8	62.1	NA
60214	850	4206	116448	The Wavell School	 	CY	0	0.17	0.59	0.24	0.63	0.32	0.63	0.59	50.9	10.8	9.9	14.5	15.5	27.8	50.9	66.5	NA
61174	850	4012	116407	The Westgate School	 	CY	1	0.09	0.46	0.45	0.86	0.39	0.83	0.79	59.3	12.9	11.6	17.1	16.7	39.3	53.8	68.4	58.9
62118	850	4127	136654	Wildern School	 	ACC	0	0.13	0.53	0.34	0.7	0.22	0.73	0.67	53.9	11.3	10.4	15.4	14	37.4	50.9	65	NA
62606	850	6037	116532	Winchester College	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	60.5	0	14.6	23.3	22.6	NP	NP	NP	NA
62852	850	4006	138920	Winton Community Academy	 	AC	0	0.31	0.52	0.17	0.54	0.05	0.44	0.42	44.1	9.9	8.7	10.6	8.5	29.8	47.9	57	NA
64100	850	4161	138184	Wyvern College	 	ACC	0	0.15	0.51	0.34	0.69	0.34	0.66	0.63	53	11.1	10.7	15.1	14.5	31.9	50.7	66	NA
64170	850	4166	116433	Yateley School	 	CY	0	0.11	0.41	0.47	0.8	0.17	0.68	0.74	56.1	11.8	11.1	15.4	16.2	36.8	51.2	66.2	NA
510	851	4320	140697	Admiral Lord Nelson School	 	ACC	0	0.11	0.59	0.3	0.68	0.25	0.67	0.58	47.7	10.9	9.7	13.6	11.7	26.5	44.4	61.6	49
2308	851	6905	135965	Ark Charter Academy	 	AC	0	0.28	0.54	0.18	0.69	0.23	0.74	0.66	48.4	10.8	9.7	11.7	12.8	31.2	51.9	62.3	NA
28362	851	4302	116462	King Richard School	 	FD	0	0.23	0.62	0.15	0.51	0.06	0.46	0.47	42.3	9.6	8.4	10.5	8.6	25.9	44.1	60.1	38.5
33392	851	4303	116463	Mayfield School	 	CY	1	0.19	0.58	0.23	0.54	0.19	0.5	0.49	45.7	10.2	8.9	11.5	8.4	28.7	44.9	60.6	NA
33436	851	6002	116573	Mayville High School	 	IND	0	NP	NP	NP	0.76	0.16	0.76	0.71	57.6	11.7	10.1	17.8	17.3	NP	NP	NP	NA
34474	851	4003	140605	Miltoncross Academy	 	AC	0	0.2	0.6	0.2	0.48	NA	0.48	0.42	45.1	9.5	8.5	12.4	9.6	25.8	46.8	60.1	NA
41152	851	4002	139714	Portsmouth Academy for Girls	 	AC	0	0.2	0.52	0.28	0.66	0.14	0.54	0.6	53.2	11.6	10.1	13.3	11.1	34.4	53.9	65.4	NA
41158	851	6004	116583	The Portsmouth Grammar School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	55.5	14.4	0.1	21	16.2	NP	NP	NP	NA
41160	851	6003	116581	Portsmouth High School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	39.4	8.1	0	18.1	12.8	NP	NP	NP	NA
41606	851	4004	141175	Priory School	 	AC	0	0.19	0.57	0.24	0.61	0.15	0.54	0.55	48.5	10.3	9.8	12.8	11.9	30.9	48.7	63.5	NA
46518	851	5413	116505	St Edmund's Catholic School	 	VA	0	0.19	0.55	0.26	0.78	0.28	0.69	0.73	54.4	11	11.5	15	15.8	43.6	52	67	NA
47902	851	6001	116582	St John's College	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	25.2	4.5	0	7.8	12.7	NP	NP	NP	NA
54946	851	4301	116461	Springfield School	 	CY	0	0.15	0.56	0.3	0.69	0.39	0.68	0.63	51.8	10.5	10.1	15.9	15.2	32.8	50.2	64.2	NA
58194	851	4005	141875	Trafalgar School	 	AC	0	0.28	0.57	0.15	0.39	NA	0.39	0.34	41.8	8.2	9	11	11.1	30.6	42.9	60.3	NA
5730	852	4278	116458	Bitterne Park School	 	CY	0	0.2	0.48	0.31	0.64	0.25	0.65	0.6	50.6	10.5	10	14	12.9	33.6	49	63.7	NA
9452	852	4311	116469	Cantell School	 	CY	0	0.22	0.53	0.24	0.67	0.28	0.59	0.62	50.9	10.8	10.1	12.6	9.5	37.7	52	63	NA
10408	852	4271	116454	Chamberlayne College for the Arts	 	FD	0	0.27	0.52	0.21	0.36	0.07	0.44	0.32	39.9	7.9	7.3	9.8	6.2	20.6	44.3	53.9	NA
21574	852	6000	116568	The Gregg School	 	IND	0	NP	NP	NP	0.18	0.0	0.06	0.16	45.5	11.4	2.4	15.5	16.3	NP	NP	NP	NA
28296	852	6006	116580	King Edward VI School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	26.1	7.2	0	9.9	6.8	NP	NP	NP	NA
38012	852	6905	135628	Oasis Academy Lord's Hill	 	AC	0	0.38	0.55	0.07	0.44	0.0	0.48	0.32	41.7	8.7	8.4	9.5	8.6	32.1	45.8	60.4	NA
38016	852	6906	135629	Oasis Academy Mayfield	 	AC	0	0.24	0.51	0.25	0.54	0.32	0.55	0.52	48.2	9.2	9.4	12.7	9.8	34.6	46.8	62.4	NA
42700	852	4270	116453	Redbridge Community School	 	CY	0	0.24	0.59	0.17	0.36	0.12	0.38	0.35	40.3	9.3	7.9	9.4	11.4	25.5	42.9	53.7	39.5
42940	852	4262	116450	Regents Park Community College	 	FD	0	0.25	0.55	0.2	0.59	0.19	0.59	0.52	51.3	10.3	9.7	13.8	9	38	52.3	66.9	NA
45336	852	5417	138476	St Anne's Catholic School	 	ACC	0	0.1	0.47	0.43	0.84	0.47	0.78	0.77	58	12.4	11.1	16.1	18.1	44.4	51.6	68.1	NA
46820	852	5415	116507	Saint George Catholic Voluntary Aided College Southampton	 	VA	0	0.25	0.49	0.26	0.72	0.21	0.61	0.67	55.1	10.5	10.9	16.2	12.8	42.7	56	67	NA
49668	852	6003	116567	St Mary's College	 	IND	0	NP	NP	NP	0.77	0.0	0.83	0.73	55.4	11.3	11.5	16.4	16.1	NP	NP	NP	NA
53350	852	4264	116451	The Sholing Technology College	 	CY	0	0.14	0.59	0.27	0.63	0.08	0.53	0.58	48.8	10.4	9.5	12.9	13.2	30.1	47.3	60.9	NA
59014	852	4275	137037	Upper Shirley High School	 	ACC	0	0.13	0.51	0.36	0.66	0.36	0.62	0.61	52.5	11.3	9.7	15.3	15.3	33.4	50.2	64.5	NA
63384	852	4306	116465	Woodlands Community College	 	CY	0	0.13	0.64	0.23	0.34	0.09	0.39	0.3	38.9	9.1	7.6	9.9	9.6	22	38.2	53.5	NA
2576	855	4508	138833	Ashby School	 	ACC	0	0.13	0.51	0.35	0.69	0.3	0.68	0.61	51.6	10.9	10.2	15.3	14.3	28.1	49.5	64.3	NA
4144	855	4045	139624	Beauchamp College	 	ACC	0	0.18	0.49	0.32	0.81	0.27	0.78	0.76	57.7	11.5	11.2	16.4	11.4	38.8	56.5	69.7	NA
4772	855	4036	138819	Belvoir High School and Melton Vale Post 16 Centre	 	ACC	0	0.1	0.58	0.33	0.78	0.2	0.74	0.74	52.9	11.3	10.4	15.4	15.1	25.8	51.2	63.4	NA
6388	855	4048	137969	Bosworth Academy	 	ACC	0	0.15	0.52	0.33	0.77	0.16	0.66	0.73	54.5	11.7	11	15.4	14.5	40.7	52.1	65.7	NA
7818	855	4506	138521	Brockington College	 	ACC	0					NA			 	 	 	 	 	 	 	 	NA
7960	855	6005	120341	Brooke House College	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	11.7	3.2	5.8	1.2	1.6	NP	NP	NP	NA
7962	855	6023	135185	Brooke House Day School	 	IND	0	NP	NP	NP	0.83	SUPP	0.57	0.67	54	11	12	15.8	15.2	NP	NP	NP	NA
9806	855	4031	138820	Castle Donington College	 	ACC	1					NA			 	 	 	 	 	 	 	 	NA
10196	855	4029	140787	The Cedars Academy	 	ACC	0	0.29	0.51	0.2	0.62	NA	0.62	0.56	46.7	10.7	9.1	12.1	12.7	32	50	59.8	NA
10624	855	4021	141874	Charnwood College	 	AC	0					NA			 	 	 	 	 	 	 	 	NA
14626	855	4601	138298	De Lisle Catholic School Loughborough Leicestershire	 	ACC	0	0.12	0.49	0.4	0.74	0.15	0.69	0.68	54.2	11.7	10.5	15.7	16.2	30.8	51.7	64.1	NA
15188	855	6004	120339	Dixie Grammar School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	21.2	0.4	0.2	11.6	8.7	NP	NP	NP	NA
21688	855	4052	138627	Groby Community College	 	ACC	0	0.11	0.54	0.34	0.68	0.12	0.67	0.65	53.8	11.5	10.3	15	13.9	36	50.9	64.5	NA
23032	855	4026	140103	Hastings High School	 	ACC	0					NA			 	 	 	 	 	 	 	 	NA
23536	855	4011	138327	Heath Lane Academy	 	ACC	0					0.0			 	 	 	 	 	 	 	 	NA
24898	855	4013	141682	Hinckley Academy and John Cleveland Sixth Form Centre	 	ACC	0	0.13	0.54	0.34	0.6	NA	0.6	0.46	46.9	10.3	9.7	13	10.9	24.1	43.8	60.4	NA
24900	855	4056	120274	Hind Leys Community College	 	CY	0	0.21	0.57	0.22	0.59	0.21	0.56	0.53	47.6	10.4	9.5	13.3	12.6	30.4	49.2	59.5	48.6
26328	855	4000	137799	Humphrey Perkins School	 	ACC	0	0.16	0.48	0.36	0.63	0.2	0.56	0.55	47.5	10.4	9.7	13	12.8	28.5	43.5	61.8	NA
27392	855	4044	137617	John Ferneley College	 	ACC	0	0.18	0.52	0.3	0.66	0.19	0.63	0.62	53.9	11.8	9.8	14.5	14.2	35.5	52.2	67.2	NA
28068	855	4055	137540	The Kibworth School	 	ACC	0					NA			 	 	 	 	 	 	 	 	NA
28308	855	4001	138821	King Edward VII Science and Sport College	 	ACC	0	0.2	0.5	0.31	0.59	0.12	0.43	0.54	46.2	9.7	9.4	12.9	9	27.3	44.7	60.9	NA
30376	855	6018	120334	Leicester Grammar School Trust	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	35.7	0	5.1	19	10.3	NP	NP	NP	NA
30730	855	4014	137367	Limehurst Academy	 	ACC	0	0.22	0.42	0.37	0.61	0.32	0.56	0.51	49.8	10.6	9.7	14.9	14.5	34.2	48	61.6	NA
31406	855	5400	138628	Long Field Academy	 	ACC	0	0.16	0.58	0.26	0.6	0.27	0.55	0.49	45	9.9	9.2	12.3	10.1	26.7	43.3	60.4	NA
31740	855	6012	120332	Loughborough Grammar School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	53.3	13.2	0	21.1	14.1	NP	NP	NP	NA
31742	855	6009	120333	Loughborough High School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	43.3	7.1	0	21.3	14	NP	NP	NP	NA
31990	855	4503	138150	Lutterworth College	 	ACC	0	0.09	0.51	0.39	0.66	0.11	0.66	0.63	52.7	11.1	10	15	15.7	27.5	49.4	63.3	NA
31992	855	4015	137115	Lutterworth High School	 	ACC	0					NA			 	 	 	 	 	 	 	 	NA
32654	855	6003	120314	Manor House School	 	IND	0	NP	NP	NP	0.6	0.42	0.61	0.5	56	11.4	9.2	17.9	17.5	NP	NP	NP	NA
32968	855	4016	138108	The Market Bosworth School	 	ACC	0	0.1	0.49	0.41	0.82	NA	0.82	0.74	56.8	11.9	11.6	16.2	17.1	40.3	52.6	66.6	NA
33182	855	4032	137828	The Martin High School Anstey	 	ACC	0	0.11	0.53	0.36	0.61	0.28	0.6	0.53	51.7	10.5	9.9	14	11	31.1	48.2	63.1	NA
39128	855	6008	120317	Our Lady's Convent School	 	IND	0	NP	NP	NP	0.9	0.44	0.84	0.79	61	13.3	11.7	17.4	18.6	NP	NP	NP	NA
42388	855	6001	120316	Ratcliffe College	 	IND	0	NP	NP	NP	0.75	0.39	0.8	0.7	52.5	11.8	12.6	10.9	17.2	NP	NP	NP	NA
42526	855	4505	137640	Rawlins Academy	 	ACC	0	0.16	0.48	0.36	0.63	0.16	0.58	0.54	49	10.2	10.2	13.3	14.6	26.2	47.1	61.9	NA
42842	855	4053	137968	Redmoor High School Academy Trust	 	ACC	0					NA			 	 	 	 	 	 	 	 	NA
43644	855	4003	137161	The Robert Smyth Academy	 	ACC	0	0.09	0.44	0.47	0.85	0.11	0.74	0.71	53.6	11	11.4	15	16	29.3	49.2	63.1	NA
44186	855	4022	138079	The Roundhill Academy	 	ACC	0					NA			 	 	 	 	 	 	 	 	NA
48994	855	4602	138290	Saint Martin's Catholic Voluntary Academy	 	ACC	0	0.09	0.57	0.34	0.87	NA	0.87	0.83	57.5	12.7	11.5	16	17	32	55.6	66.6	NA
53664	855	4008	141012	Sir Frank Whittle Studio School	 	FSS	0	0.3	0.52	0.17	0.65	NA	0.65	0.39	47.6	9.8	10.1	14.1	4.3	38.4	50.9	SUPP	NA
54188	855	4018	139442	South Charnwood High School	 	ACC	0	0.14	0.63	0.24	0.77	NA	0.77	0.63	50.8	11.3	11	13.7	12.8	34.2	49.8	63.2	NA
54394	855	5402	137931	South Wigston High School	 	ACC	0	0.33	0.52	0.15	0.45	0.27	0.44	0.37	43.7	9.5	8	11.9	12.3	28.3	48.1	62.5	NA
55516	855	8000	130747	Stephenson College	 	FESI	0	0.5	0.5	0.0	0.17	NA	0.17	0.0	15.4	3.5	5.7	2.5	0	SUPP	SUPP	NE	NA
55524	855	4004	137317	Stephenson Studio School	 	FSS	0	0.38	0.5	0.12	0.44	0.06	0.41	0.41	38.8	8.8	8.1	10.2	5.8	31.3	39.8	SUPP	NA
57284	855	4057	138527	Thomas Estley Community College	 	ACC	0					NA			 	 	 	 	 	 	 	 	NA
58728	855	6006	120331	Twycross House School	 	IND	0	NP	NP	NP	0.97	0.51	0.96	0.97	67.2	13.5	13.4	20.9	19.4	NP	NP	NP	NA
60402	855	4017	137170	Welland Park Academy	 	ACC	0					0.0			 	 	 	 	 	 	 	 	NA
62074	855	5403	137984	Wigston Academy	 	ACC	1					0.0			 	 	 	 	 	 	 	 	NA
62078	855	4033	138894	Wigston College	 	ACC	0	0.3	0.53	0.16	0.49	0.15	0.45	0.44	46.6	10.5	8.7	12.8	12.5	32.4	48.7	66	NA
62788	855	4038	138537	Winstanley Community College	 	ACC	0	0.24	0.57	0.19	0.27	NA	0.27	0.22	34.8	8	7.2	8.7	9.1	16.9	35.7	53.1	NA
63170	855	4268	137401	Woodbrook Vale School	 	ACC	0	0.19	0.51	0.3	0.67	0.35	0.65	0.59	50.7	10.7	10.4	14	15.3	24.6	49.7	68.7	NA
63890	855	4049	137983	Wreake Valley Academy	 	ACC	0	0.15	0.58	0.27	0.6	0.08	0.55	0.52	46.7	10	9.9	12.4	13.7	26.9	46.9	57.6	NA
668	856	6017	134809	Al-Aqsa Schools Trust	 	IND	0	NP	NP	NP	SUPP	NA	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	NP	NP	NP	NA
1002	856	6006	136823	Al-Ihsaan Community College	 	IND	0	NP	NP	NP	0.2	0.09	0.33	0.2	39.9	7.4	10	12.2	10.3	NP	NP	NP	NA
3220	856	4270	120294	Babington Community College	Babington Community College	FD	0	0.32	0.55	0.13	0.51	0.17	0.51	0.46	41.1	9	8.1	10.1	11.9	26.7	47.7	67.8	NA
4186	856	4242	120281	Beaumont Leys School	 	CY	0	0.24	0.53	0.23	0.54	0.07	0.55	0.52	47.7	10	9	13	11.4	28.8	49	63.9	NA
11816	856	4273	120297	The City of Leicester College	 	CY	0	0.17	0.56	0.27	0.57	0.22	0.5	0.45	47.5	9.7	9.7	13.4	11.3	32.7	47.3	61.7	NA
13966	856	4205	120277	Crown Hills Community College	 	CY	0	0.19	0.52	0.29	0.57	0.16	0.56	0.51	47.3	10.2	9.5	12.4	12.6	27.6	47.7	62.5	NA
14466	856	6004	120345	Darul Uloom Leicester	 	IND	0	NP	NP	NP	0.94	0.69	0.73	0.65	51.1	11.1	11.5	14.1	14.4	NP	NP	NP	NA
17390	856	4721	120306	English Martyrs Catholic School	 	VA	0	0.18	0.51	0.31	0.62	0.22	0.58	0.57	50.7	10.7	9.3	14.3	11.7	35.1	48.9	62.6	NA
19546	856	4274	120298	Fullhurst Community College	 	FD	0	0.35	0.43	0.22	0.58	0.04	0.42	0.5	48.7	10.2	8.8	12.4	5.9	37.1	52.8	65.5	40.1
22258	856	4249	120285	Hamilton College	 	CY	0	0.28	0.49	0.23	0.41	0.08	0.45	0.33	36	8.2	6.8	9.4	10.5	25.9	40.1	55.7	NA
26700	856	6011	137561	The Imam Muhammad Adam Institute Secondary School	 	IND	0	NP	NP	NP	0.74	0.19	0.48	0.71	57.4	11.2	11.5	18.5	16.2	NP	NP	NP	NA
27188	856	6015	133349	Jameah Academy	 	IND	0	NP	NP	NP	0.9	0.43	0.81	0.76	61.4	12.6	12.7	18.7	17.5	NP	NP	NP	NA
27644	856	4251	120287	Judgemeadow Community College	 	CY	0	0.12	0.53	0.35	0.72	0.39	0.71	0.67	52.5	11.2	10	15.6	15.5	29.4	51.2	62.7	NA
29616	856	4246	120283	The Lancaster School	 	CY	0	0.24	0.54	0.22	0.47	0.13	0.48	0.37	42.4	9.2	8.6	11.1	12.6	27.8	43.1	62	NA
30378	856	6009	120324	Leicester High School for Girls	 	IND	0	NP	NP	NP	0.57	0.0	0.14	0.57	62.4	13.8	8.7	19.9	20	NP	NP	NP	NA
32220	856	4000	138869	Madani Boys School	 	VA	0	0.05	0.56	0.38	0.74	0.05	0.68	0.66	53.9	10.9	11.2	14.5	15.2	SUPP	48.7	64.1	NA
32222	856	4724	129645	Madani Girls' School	 	VA	0	0.17	0.57	0.26	0.66	0.17	0.71	0.64	51	11.4	9.4	14.2	16	32	51.3	64.9	NA
34572	856	4267	120292	Moat Community College	 	CY	0	0.15	0.57	0.28	0.54	0.07	0.52	0.5	45	9.7	8.8	12.5	12.5	23.9	44.5	60.2	NA
35868	856	4005	131945	New College Leicester	 	FD	0	0.31	0.5	0.19	0.46	0.06	0.42	0.4	41.3	9.7	8.4	11.8	9.4	27.1	42	56.5	NA
